cpf,saldo_antes_da_operacao,saldo_depois_da_operacao,valor_da_movimentacao,status,motivo_da_movimentacao,horario_movimentacao
359.071.862-59,4587.329497301864,4029.646499044124,557.6829982577395,completed,saque,2023-04-21 22:43:16
894.735.602-65,4125.939454930072,2280.6959973780345,1845.2434575520379,completed,deposito,2023-01-06 19:43:17
812.456.079-01,9320.621055036449,3753.6000922331914,5567.020962803257,completed,transferencia,2023-03-24 01:14:17
395.268.014-15,18165.51266841816,12853.926639268208,5311.586029149951,completed,,2023-07-07 03:29:04
463.279.501-16,5702.875149468336,4393.944043283084,1308.9311061852513,completed,pagamento,2023-07-24 02:28:51
159.024.638-15,7077.896162376967,7026.791939542635,51.104222834331736,completed,pagamento,2023-09-15 21:15:39
159.024.638-15,4048.9310513258188,2272.3568474171343,1776.5742039086842,completed,saque,2023-05-26 01:34:14
126.035.849-60,2181.1031602263984,1927.8235907966985,253.27956942969996,completed,,2023-08-07 10:10:03
783.961.254-73,11000.159723039635,8669.668200411408,2330.4915226282264,completed,transferencia,2023-10-28 05:57:42
738.951.240-79,2434.5231900472036,1870.5796355072962,563.9435545399074,completed,,2023-03-04 11:35:55
037.296.581-40,829.099562200726,354.1186666542268,474.98089554649926,completed,saque,2023-01-23 23:38:55
930.257.164-52,7156.370475414791,7156.370475414791,7640.731494125651,denied,pagamento,2023-06-08 07:46:24
524.807.693-56,5284.900635381853,4671.9572948482255,612.9433405336275,completed,pagamento,2023-10-05 02:02:08
537.420.168-90,6313.492573517062,4492.553570213737,1820.939003303325,completed,,2023-07-19 01:49:18
613.985.024-05,4334.562636789123,3466.744778625689,867.8178581634337,completed,saque,2023-04-29 21:48:55
324.678.905-38,4505.127785203156,2790.672456031635,1714.4553291715208,completed,saque,2023-10-06 07:00:41
964.170.238-69,13230.219557295897,12175.775847722842,1054.4437095730564,completed,transferencia,2023-05-26 14:39:01
287.504.316-17,4690.176609501212,4612.239348311414,77.93726118979836,completed,transferencia,2023-05-14 17:01:54
268.130.795-30,6618.10263169375,5828.0620659788065,790.0405657149431,completed,,2023-08-22 23:16:06
692.407.351-43,4462.808965822445,3578.9891659823825,883.8197998400628,completed,,2023-01-25 06:22:07
183.452.907-79,4950.94075586995,3952.7398779198643,998.200877950086,completed,,2023-05-20 16:31:12
073.861.492-04,12887.165336098953,6679.824539779572,6207.340796319381,completed,transferencia,2023-10-07 09:54:04
573.491.826-19,4539.92094901071,2614.67874455163,1925.2422044590792,completed,,2023-10-10 20:58:58
093.274.186-03,7955.72060876027,5743.690301850208,2212.030306910062,completed,saque,2023-08-02 19:45:10
470.983.261-78,6079.46294073058,4579.530194869609,1499.932745860971,completed,,2023-03-31 17:26:49
523.746.809-83,2613.2399021718766,1937.3166196487414,675.9232825231352,completed,saque,2023-01-13 15:46:41
810.647.295-76,4188.601556013355,3603.718174143429,584.8833818699253,completed,transferencia,2023-07-16 19:27:09
478.620.935-00,7988.023162327858,7695.908936745149,292.11422558270874,completed,transferencia,2023-03-06 14:09:00
192.856.704-58,7037.307906023664,5850.738853590095,1186.5690524335694,completed,pagamento,2023-01-15 09:52:33
278.496.153-28,8732.998956930294,6911.17295884606,1821.825998084234,completed,saque,2023-09-08 20:29:45
732.805.149-32,5577.31499257352,4714.422047511393,862.8929450621266,completed,saque,2023-07-31 16:25:23
935.147.682-00,3843.3000198940936,2997.283926321748,846.0160935723458,completed,deposito,2023-08-16 03:49:36
093.274.186-03,6906.53113692816,6906.53113692816,8024.394278996877,denied,pagamento,2023-03-16 07:58:14
024.895.317-60,6283.954502759935,4628.018568923126,1655.9359338368092,completed,saque,2023-09-09 07:26:13
745.392.681-55,4321.879600382922,4321.879600382922,7499.872993437046,denied,deposito,2023-10-27 14:58:00
463.279.501-16,4605.914024209213,3878.3460974152877,727.5679267939248,completed,,2023-06-07 13:49:26
786.054.219-67,21141.793299414006,13077.204654992234,8064.588644421773,completed,,2023-03-23 02:50:54
290.541.876-11,17183.477110507585,11014.207187085394,6169.269923422192,completed,saque,2023-09-27 11:30:58
523.746.809-83,3170.7220334941476,2741.7375818455175,428.98445164863017,completed,,2023-04-15 13:36:13
328.159.046-24,8585.27926737721,1508.031245669361,7077.248021707848,completed,transferencia,2023-05-04 00:15:02
159.024.638-15,5344.3978973441035,4135.585314700648,1208.8125826434555,completed,deposito,2023-07-24 17:52:10
073.861.492-04,7338.358908040207,7338.358908040207,8437.680772370812,denied,saque,2023-02-10 06:07:43
762.531.904-07,6166.052293779978,4968.548092683602,1197.504201096376,completed,deposito,2023-04-24 16:45:10
290.541.876-11,23705.379689903137,21086.537259078257,2618.842430824879,completed,saque,2023-09-08 09:24:06
874.123.906-78,4190.763255928923,4190.763255928923,9619.399450980749,denied,transferencia,2023-06-18 14:02:43
746.192.083-96,20101.65439302878,14409.652668183135,5692.001724845646,completed,,2023-09-25 18:16:10
037.268.914-04,4050.9045422478,3945.3568880810362,105.54765416676346,completed,pagamento,2023-01-02 13:46:17
364.718.590-66,2192.1397102083956,799.5807043522725,1392.5590058561231,completed,,2023-06-25 15:25:34
769.214.358-73,3345.1604946286225,2802.806301459857,542.3541931687656,completed,pagamento,2023-04-15 11:43:33
037.916.548-10,3081.905595469216,2690.8505878618957,391.0550076073204,completed,deposito,2023-08-03 00:08:40
183.452.907-79,3876.67200132823,2779.8065593916,1096.8654419366305,completed,pagamento,2023-05-09 21:17:54
192.856.704-58,4678.099289886286,4332.829903669624,345.26938621666204,completed,saque,2023-09-18 07:07:47
732.918.645-73,5552.541070636348,3848.7018906038857,1703.8391800324623,completed,,2023-07-11 15:02:25
573.491.826-19,17575.74177562818,16112.455148472938,1463.286627155241,completed,,2023-08-26 16:34:48
235.081.467-07,6799.02572229477,6652.546466784532,146.47925551023894,completed,saque,2023-02-02 08:06:12
561.723.840-07,22231.60011228257,12243.02432945572,9988.575782826849,completed,pagamento,2023-03-02 13:20:55
149.735.280-05,9517.412377783945,7117.37398648085,2400.038391303095,completed,,2023-08-10 18:53:10
106.248.597-11,8954.299783974086,4954.800481614251,3999.499302359834,completed,transferencia,2023-02-25 01:51:14
870.459.362-65,3270.0591953106755,2783.9484290311166,486.11076627955896,completed,pagamento,2023-05-31 18:49:35
864.539.210-06,2764.2528203862275,1690.306941973465,1073.9458784127626,completed,transferencia,2023-03-14 22:42:53
932.750.846-74,20563.241616644245,17938.12611741434,2625.115499229904,completed,deposito,2023-04-02 07:25:11
701.534.968-00,13545.104117209072,11052.404673952376,2492.699443256696,completed,deposito,2023-04-23 12:17:43
318.276.059-95,3796.519923572225,3529.4459656817517,267.07395789047314,completed,saque,2023-04-04 23:05:47
810.647.295-76,7111.44755037481,5620.379669197219,1491.0678811775904,completed,deposito,2023-09-30 17:17:34
693.184.275-73,16539.766155921727,10224.392200998816,6315.373954922909,completed,deposito,2023-02-16 11:28:39
498.057.621-49,5925.808212377951,4821.485850792393,1104.322361585559,completed,pagamento,2023-10-12 07:36:03
786.054.219-67,6958.429320244344,282.58364854991487,6675.845671694429,completed,saque,2023-07-30 10:48:48
749.810.653-10,4388.356690161012,4127.148098803133,261.20859135787947,completed,saque,2023-09-18 19:20:01
328.465.907-29,3258.0775802311628,3244.2053893460757,13.872190885086884,completed,pagamento,2023-05-22 04:27:28
201.457.963-61,2493.4602149299367,1670.0361439802236,823.424070949713,completed,deposito,2023-10-11 07:45:07
127.603.849-69,5284.043068822739,4301.91815089942,982.1249179233192,completed,,2023-04-07 19:40:44
267.349.801-03,14969.405110382417,13225.01168986752,1744.393420514897,completed,pagamento,2023-06-18 03:07:26
470.983.261-78,6182.233173526924,6035.491466605799,146.74170692112426,completed,saque,2023-09-21 11:20:06
318.276.059-95,3958.3218560385476,3534.6896279042467,423.63222813430076,completed,saque,2023-03-01 04:03:33
289.310.574-23,4661.032744622201,3036.8030865187807,1624.2296581034202,completed,,2023-09-22 14:41:31
864.257.109-85,2712.5769882473633,2250.984718019212,461.59227022815134,completed,,2023-08-21 19:45:56
916.082.743-22,2002.52352388883,333.85668524184507,1668.6668386469848,completed,,2023-07-29 19:08:20
012.476.398-78,892.5867851534035,191.03439957386138,701.5523855795421,completed,saque,2023-06-16 17:46:09
390.427.185-79,3466.544046696996,2416.660725844261,1049.8833208527349,completed,transferencia,2023-04-16 14:37:55
915.632.408-15,2334.896076778468,2247.7481568481107,87.14791993035725,completed,transferencia,2023-01-12 04:25:03
106.248.597-11,5560.977627334845,5560.977627334845,6079.352888848313,denied,transferencia,2023-10-20 07:43:09
375.296.408-10,6191.961164303509,4977.365365377929,1214.5957989255796,completed,,2023-01-13 02:13:13
650.832.147-17,2795.8120419142056,1711.0916990316405,1084.720342882565,completed,transferencia,2023-02-09 15:41:34
375.296.408-10,7827.722308718526,6020.899099794899,1806.8232089236267,completed,saque,2023-07-31 07:11:19
670.493.852-47,12771.265374261877,5028.774411954461,7742.490962307415,completed,,2023-04-30 04:48:53
832.619.705-02,3512.6166258066096,2896.096594761635,616.5200310449743,completed,saque,2023-10-06 06:32:35
375.296.408-10,4267.199126125468,2792.70970545534,1474.4894206701279,completed,transferencia,2023-09-17 16:18:21
194.825.607-01,21247.306151685196,20554.699748692,692.6064029931947,completed,deposito,2023-03-15 03:33:10
593.728.601-40,442.9884572359729,442.9884572359729,780.9731860705247,denied,deposito,2023-09-24 22:37:55
463.279.501-16,7239.246884444887,5704.730862345787,1534.5160220991004,completed,transferencia,2023-05-22 11:41:45
367.589.042-29,8343.866060353314,8222.86222790386,121.00383244945503,completed,saque,2023-01-09 20:24:22
910.324.687-69,6996.35407903491,6126.7375205509,869.6165584840103,completed,saque,2023-08-26 15:33:55
461.537.298-19,5248.915419472716,4747.201859658531,501.71355981418515,completed,saque,2023-02-07 03:37:50
689.521.704-58,7436.322767961151,7436.322767961151,9481.178784054164,denied,pagamento,2023-10-08 14:16:09
289.310.574-23,7379.919365941044,6982.80243913434,397.1169268067045,completed,saque,2023-09-26 13:09:25
049.786.531-93,1680.0499712045669,1467.8363102460946,212.2136609584723,completed,pagamento,2023-05-07 07:17:47
706.853.419-84,3705.1814214076066,2185.3103893857206,1519.8710320218859,completed,pagamento,2023-01-11 23:57:03
037.296.581-40,2928.77792482543,2572.4974611940097,356.28046363142016,completed,transferencia,2023-03-22 21:24:42
279.431.085-23,4704.543704021779,3728.6856058671247,975.8580981546545,completed,transferencia,2023-01-23 08:28:50
812.456.079-01,18580.86786741281,17130.65652246109,1450.2113449517196,completed,transferencia,2023-10-11 20:27:32
201.457.963-61,4024.8031278199196,3142.204552099847,882.5985757200722,completed,saque,2023-09-11 13:28:51
235.081.467-07,7766.286433584941,6404.9302125568865,1361.3562210280543,completed,pagamento,2023-05-16 17:30:06
289.310.574-23,7078.438069763009,5551.158446880133,1527.2796228828756,completed,,2023-02-15 05:04:19
045.193.862-33,2043.2618866400705,790.6128119119244,1252.6490747281462,completed,pagamento,2023-03-26 12:42:28
907.861.534-66,2981.771887702198,1894.038195895601,1087.733691806597,completed,deposito,2023-06-27 06:36:29
853.490.261-51,13078.403037129261,9697.458875889406,3380.944161239854,completed,deposito,2023-01-29 00:00:05
370.128.569-12,11214.215678888544,8363.17896275963,2851.036716128913,completed,deposito,2023-01-06 05:48:02
670.493.852-47,22006.199485361743,16709.64633392311,5296.553151438635,completed,saque,2023-06-28 03:08:22
908.436.512-70,4374.019715821279,4164.701016643013,209.31869917826592,completed,,2023-03-20 01:47:54
573.491.826-19,9346.560812011918,9192.745635280999,153.81517673091932,completed,deposito,2023-08-21 11:21:28
692.407.351-43,5624.041521817228,4003.607602918708,1620.4339188985205,completed,saque,2023-09-26 17:22:27
573.491.826-19,22625.302614610577,14322.041221969703,8303.261392640874,completed,saque,2023-04-08 00:41:29
613.985.024-05,1284.5301849859854,388.8651278700577,895.6650571159278,completed,,2023-01-16 16:51:20
523.746.809-83,5275.355136617732,5183.3380509899425,92.01708562778948,completed,transferencia,2023-03-28 23:50:05
461.537.298-19,6320.857124310836,5346.406770353831,974.450353957005,completed,,2023-08-30 18:41:34
859.301.742-88,2433.3381376390103,780.68605437326,1652.6520832657502,completed,transferencia,2023-03-30 05:07:43
624.107.983-22,4786.850287391357,4597.31687518688,189.53341220447734,completed,deposito,2023-10-08 13:37:13
082.461.397-03,5270.935963600171,3367.9138060207515,1903.0221575794196,completed,,2023-05-27 09:24:39
842.613.579-09,6937.770064745411,6937.770064745411,9380.290638366434,denied,saque,2023-04-13 12:47:33
287.453.160-07,1492.5398507756006,1460.5716532155477,31.96819756005292,completed,transferencia,2023-08-18 01:31:47
397.428.615-28,4310.31522302096,4247.600505963176,62.714717057784036,completed,transferencia,2023-06-10 02:33:08
235.081.467-07,5110.9938341421675,4843.503071543542,267.490762598625,completed,saque,2023-10-07 07:51:10
670.493.852-47,8003.790727981045,5937.927473012538,2065.8632549685076,completed,pagamento,2023-08-27 18:01:53
290.541.876-11,3247.7928902178724,3247.7928902178724,9284.412745890742,denied,pagamento,2023-02-23 02:00:28
749.810.653-10,7780.566001639054,6695.790682492296,1084.775319146758,completed,,2023-07-24 18:30:16
987.410.325-60,10499.909233860906,6520.73673210312,3979.172501757787,completed,,2023-02-13 00:05:38
183.452.907-79,3372.945689227786,1670.7467954545139,1702.198893773272,completed,saque,2023-09-05 14:02:23
290.541.876-11,15797.740690360795,11749.653109906834,4048.0875804539614,completed,deposito,2023-07-26 13:23:57
436.952.178-55,990.9580358657438,504.18397813391346,486.77405773183034,completed,pagamento,2023-02-01 06:21:15
910.324.687-69,6661.5934753083975,5867.24331564062,794.3501596677779,completed,saque,2023-07-30 15:40:22
396.270.415-99,1066.2360463177135,224.18976390422165,842.0462824134919,completed,saque,2023-03-28 07:48:15
482.731.905-79,2645.872847168689,2100.4873397386864,545.3855074300027,completed,saque,2023-09-22 20:16:57
832.619.705-02,3841.535450504808,2966.64672340427,874.8887271005382,completed,,2023-07-25 08:41:20
650.832.147-17,4248.176343537663,2672.600275400046,1575.5760681376173,completed,,2023-09-22 16:40:32
359.071.862-59,1698.5016298205333,1047.6945253058657,650.8071045146675,completed,pagamento,2023-08-19 08:03:37
089.413.756-57,5653.496804761498,5607.558924419412,45.93788034208691,completed,transferencia,2023-03-05 03:24:22
015.698.234-05,2312.8350123521864,2281.848712236436,30.98630011575043,completed,transferencia,2023-05-08 23:47:28
082.461.397-03,4435.041575881969,4248.402780219729,186.63879566223977,completed,pagamento,2023-08-22 15:53:43
570.923.164-99,3601.292681560458,3477.0068561268154,124.28582543364224,completed,saque,2023-10-20 14:01:26
482.731.905-79,2673.9266625010064,2467.326966075387,206.5996964256191,completed,saque,2023-07-01 04:07:04
894.735.602-65,7907.855240355405,6263.229386185688,1644.6258541697173,completed,pagamento,2023-08-07 05:01:19
807.526.431-26,4962.000494641743,3742.928610903687,1219.071883738056,completed,pagamento,2023-04-23 09:27:05
560.489.127-49,6393.984967690303,5939.824469083233,454.16049860707,completed,pagamento,2023-01-15 13:09:06
345.170.826-44,5706.605412435154,4618.376253715282,1088.2291587198729,completed,,2023-04-08 22:49:02
729.354.801-04,2435.9433879650646,1827.1245399604913,608.8188480045734,completed,transferencia,2023-07-29 16:08:15
235.081.467-07,3455.794866637163,2078.9432068555407,1376.8516597816222,completed,deposito,2023-08-29 04:37:24
139.058.672-30,3190.764257703708,2318.518841501944,872.2454162017642,completed,pagamento,2023-01-15 05:51:53
749.810.653-10,7570.325487650465,5739.85454960678,1830.4709380436848,completed,deposito,2023-08-23 20:51:58
270.683.154-53,18061.925169463357,16198.747593710406,1863.1775757529513,completed,transferencia,2023-04-24 03:19:30
043.179.568-10,4846.694266591042,2895.228668157116,1951.465598433926,completed,saque,2023-07-14 02:14:00
708.496.315-48,380.5882792827901,57.09548271402957,323.4927965687605,completed,,2023-03-26 21:52:46
106.248.597-11,22552.218249987392,14993.68171190357,7558.536538083824,completed,pagamento,2023-09-05 05:03:44
674.930.185-10,5231.922033671555,5231.922033671555,5876.9145834615,denied,deposito,2023-03-26 21:03:42
149.735.280-05,6418.359099580377,6418.359099580377,9274.486593252059,denied,,2023-04-18 15:28:14
037.296.581-40,595.6439609710005,595.6439609710005,659.1481711671768,denied,pagamento,2023-09-25 13:43:42
378.950.126-30,1373.9885211499482,813.1459397619044,560.8425813880438,completed,saque,2023-08-28 23:03:11
109.827.536-59,6296.456830711215,4698.73285335025,1597.7239773609651,completed,,2023-04-17 08:19:09
523.746.809-83,3998.5582675530086,2931.593360242102,1066.9649073109067,completed,transferencia,2023-07-17 13:48:03
513.427.069-43,4000.462654092227,3204.3375160466417,796.1251380455852,completed,,2023-01-03 17:31:03
908.436.512-70,2445.5424155777123,2065.3513462491896,380.1910693285226,completed,pagamento,2023-02-06 19:21:31
093.274.186-03,11666.353083347942,4910.693194037293,6755.659889310648,completed,pagamento,2023-07-23 23:37:53
608.354.712-17,4371.167083097512,4062.115506852377,309.0515762451345,completed,deposito,2023-01-17 11:15:34
907.168.235-86,7016.947392078191,6836.8999073938485,180.04748468434272,completed,pagamento,2023-03-04 01:03:06
049.786.531-93,2386.1817070286206,1765.6731675760157,620.5085394526051,completed,,2023-01-03 07:32:31
037.916.548-10,4192.091842808355,3636.9013631611597,555.1904796471956,completed,,2023-07-18 01:02:47
324.678.905-38,3416.1247806473757,1851.0259178971214,1565.0988627502543,completed,deposito,2023-10-27 03:48:46
894.735.602-65,4418.099336151403,4064.5207045454677,353.5786316059351,completed,deposito,2023-10-12 08:38:11
853.490.261-51,24942.58777679807,24611.154685291884,331.43309150618717,completed,deposito,2023-08-25 21:45:53
910.324.687-69,4525.654818487841,2720.244775457938,1805.410043029903,completed,deposito,2023-04-05 02:56:55
507.941.236-43,1958.3487868163054,1566.7265423083081,391.62224450799715,completed,saque,2023-10-22 06:43:03
172.368.490-22,1935.580999346131,1198.2452095244569,737.3357898216741,completed,saque,2023-01-14 11:00:13
762.531.904-07,3649.510073548632,2681.1992671710614,968.3108063775709,completed,deposito,2023-05-03 23:04:24
701.534.968-00,4051.6701309833497,857.085470317998,3194.5846606653517,completed,deposito,2023-01-26 02:17:12
367.589.042-29,14257.405534471221,7374.536262075964,6882.869272395257,completed,transferencia,2023-08-24 14:40:17
201.457.963-61,4904.792394774622,3654.5582672674286,1250.2341275071935,completed,saque,2023-04-29 16:29:51
367.589.042-29,13714.110730998576,8098.4076633701025,5615.703067628474,completed,saque,2023-08-02 03:14:10
396.270.415-99,430.69930310084237,205.45235345791437,225.246949642928,completed,,2023-07-05 12:08:07
159.024.638-15,3513.737511758693,2726.467863586005,787.269648172688,completed,deposito,2023-09-03 06:43:27
964.170.238-69,17532.817615338725,12247.902484831919,5284.915130506806,completed,saque,2023-01-06 16:06:36
045.193.862-33,3653.1682104956817,2112.6425231026874,1540.5256873929943,completed,deposito,2023-06-09 20:52:10
387.021.694-87,1795.9517445912877,889.542335588982,906.4094090023057,completed,,2023-03-07 01:00:57
807.526.431-26,2790.321782759811,1569.2570750365744,1221.0647077232366,completed,saque,2023-06-23 00:13:38
679.058.132-40,1834.3219665556583,978.8621338092755,855.4598327463827,completed,saque,2023-10-16 11:28:12
489.612.503-70,10959.234381433576,7435.137097963694,3524.0972834698823,completed,saque,2023-07-30 12:26:59
109.827.536-59,3299.1773186500745,3064.7402385260457,234.437080124029,completed,transferencia,2023-10-06 19:21:47
604.579.132-07,11418.32108044336,11006.991685226107,411.3293952172535,completed,transferencia,2023-03-04 03:06:52
840.762.391-13,4829.159302585455,4725.853397588523,103.30590499693211,completed,transferencia,2023-10-19 04:57:32
318.276.059-95,3214.0126186906855,3207.231967338996,6.780651351689259,completed,pagamento,2023-06-28 01:32:12
967.205.438-65,2914.1912444376585,2671.6451094194995,242.54613501815908,completed,deposito,2023-07-18 20:31:01
304.815.629-15,3260.0319709001164,2014.6242316165822,1245.4077392835343,completed,transferencia,2023-07-01 01:15:21
370.128.569-12,20698.74081720105,11988.466233473324,8710.274583727727,completed,deposito,2023-07-07 08:51:38
149.735.280-05,14168.80741478521,12770.112418650115,1398.694996135094,completed,deposito,2023-05-21 02:48:21
430.689.752-47,10612.004053360168,8236.85052342825,2375.1535299319194,completed,pagamento,2023-07-24 06:18:15
608.354.712-17,4730.846373518836,4230.111639653828,500.7347338650077,completed,deposito,2023-09-06 13:17:31
926.847.103-50,4027.5493938819604,2908.5623827168843,1118.9870111650762,completed,,2023-02-16 22:16:09
624.973.018-40,6717.612612526615,5857.5413482865115,860.0712642401027,completed,saque,2023-10-13 21:58:08
743.682.059-10,3499.0355450880884,2858.630527980713,640.4050171073756,completed,,2023-08-05 05:11:06
390.427.185-79,7408.149418189477,5559.174690497315,1848.9747276921617,completed,saque,2023-09-01 14:33:28
276.390.145-06,15798.169818311313,8182.849710896525,7615.320107414788,completed,saque,2023-04-16 21:03:19
930.257.164-52,14748.759720893791,5632.854221327665,9115.905499566126,completed,,2023-04-06 05:33:42
825.406.793-74,5470.147039623045,4187.29357836938,1282.8534612536653,completed,transferencia,2023-03-15 07:24:55
972.403.168-31,20366.632854690662,13964.71042168657,6401.922433004092,completed,,2023-04-10 10:11:02
201.457.963-61,6239.332981808818,5542.8660355085885,696.4669463002288,completed,transferencia,2023-01-13 04:57:07
126.035.849-60,3842.381444229766,2886.621528518283,955.7599157114831,completed,deposito,2023-02-05 15:45:47
967.205.438-65,3060.774859080846,2409.9011915377005,650.8736675431455,completed,,2023-01-20 21:27:16
127.596.304-80,2897.775793095714,952.3118855301836,1945.4639075655305,completed,pagamento,2023-09-06 08:16:54
037.916.548-10,1107.8538879972543,1066.6678992307768,41.18598876647749,completed,,2023-05-16 12:14:49
287.453.160-07,246.9997513579612,246.9997513579612,574.2791209519115,denied,transferencia,2023-07-07 18:05:16
328.159.046-24,3794.3627136555792,2978.3310316070692,816.03168204851,completed,deposito,2023-02-02 23:43:42
396.270.415-99,948.0958929349476,754.2044076684422,193.89148526650547,completed,saque,2023-07-08 13:46:46
817.649.325-28,16113.208343158401,10140.558899040767,5972.649444117634,completed,transferencia,2023-05-27 17:24:24
746.192.083-96,10118.01125549126,4650.855573330322,5467.155682160937,completed,saque,2023-07-13 14:56:05
672.908.451-02,5621.516997302431,4871.358467475343,750.1585298270884,completed,,2023-05-05 14:08:50
930.257.164-52,19483.818450703424,11212.82364790867,8270.994802794754,completed,pagamento,2023-06-24 06:06:41
570.923.164-99,2609.5114005791356,2284.489634171521,325.0217664076147,completed,transferencia,2023-08-27 23:31:27
304.815.629-15,7553.331449465996,7079.74778506702,473.583664398976,completed,pagamento,2023-09-28 22:16:21
987.410.325-60,17876.848057236395,8634.417424520389,9242.430632716007,completed,,2023-09-30 00:47:22
267.349.801-03,18195.655375384144,8978.672182973916,9216.983192410227,completed,pagamento,2023-01-26 01:24:06
490.821.756-49,6039.23579748846,4636.364283676279,1402.8715138121802,completed,transferencia,2023-05-13 12:19:38
604.982.135-60,19660.254822097766,17081.922478572476,2578.3323435252905,completed,,2023-04-23 15:49:20
326.914.850-05,3561.110326415544,1849.9890774653704,1711.1212489501736,completed,transferencia,2023-07-23 01:07:29
310.265.479-70,7684.92053111313,5773.916697661625,1911.0038334515043,completed,transferencia,2023-03-19 05:43:37
498.057.621-49,4404.895321260923,2938.593324723466,1466.301996537457,completed,deposito,2023-05-17 02:15:44
026.517.948-30,1876.2020579135924,1758.5017792679776,117.70027864561477,completed,,2023-02-28 21:40:16
840.367.295-00,4956.482818641294,4553.849694991317,402.6331236499768,completed,saque,2023-05-25 14:03:30
364.718.590-66,7077.6448272134285,5754.045700375469,1323.5991268379596,completed,transferencia,2023-03-15 21:30:18
267.349.801-03,14598.119886872115,10572.622124745783,4025.4977621263324,completed,deposito,2023-09-21 02:38:16
482.731.905-79,2852.872425048586,2751.5446574402713,101.32776760831476,completed,saque,2023-08-18 09:03:03
394.681.075-66,4101.067223324504,3954.508526633324,146.55869669118,completed,deposito,2023-05-01 05:02:15
201.457.963-61,5055.819602635312,3438.873265432104,1616.946337203208,completed,deposito,2023-07-11 07:36:04
613.985.024-05,2910.7979467717105,2525.449760233842,385.34818653786834,completed,saque,2023-09-25 11:14:07
478.620.935-00,3806.66713992638,3405.0908839716467,401.5762559547334,completed,deposito,2023-03-24 13:36:32
769.214.358-73,7387.832896724155,6308.671960372285,1079.1609363518699,completed,saque,2023-04-23 00:28:06
305.289.167-77,6646.474422231601,5999.440831658138,647.0335905734629,completed,,2023-06-26 20:02:56
436.952.178-55,4888.334314845863,4515.5839022116415,372.7504126342219,completed,pagamento,2023-06-30 18:39:45
926.847.103-50,7067.356245093661,6109.652684907551,957.7035601861098,completed,deposito,2023-06-26 22:26:22
428.531.790-79,23721.069628587793,19948.299064485218,3772.770564102573,completed,transferencia,2023-09-24 11:30:05
310.265.479-70,7795.713964995735,6190.803875699978,1604.9100892957576,completed,saque,2023-04-15 05:40:12
608.951.472-11,4555.152999259802,4319.496373322958,235.65662593684362,completed,saque,2023-05-22 06:55:08
498.057.621-49,7065.8590057701595,5883.330796337018,1182.5282094331417,completed,deposito,2023-04-26 04:14:29
632.471.905-70,17008.9363192721,8467.967595859145,8540.968723412954,completed,,2023-05-28 17:07:45
825.406.793-74,2805.5683989788695,1813.1199383312496,992.4484606476199,completed,deposito,2023-10-04 11:43:38
543.879.062-00,7244.755931003468,4844.495212430953,2400.260718572514,completed,saque,2023-06-10 00:18:50
825.406.793-74,2665.8343284248695,1218.3350490301973,1447.4992793946722,completed,saque,2023-05-24 04:38:42
964.170.238-69,20218.108722834655,16337.747201463006,3880.361521371649,completed,deposito,2023-06-17 23:05:28
972.403.168-31,18978.043063494544,15918.378923410812,3059.664140083733,completed,,2023-08-31 02:34:49
328.465.907-29,2581.5803784850723,2355.4725380977166,226.10784038735594,completed,saque,2023-04-01 08:00:59
142.387.905-88,5970.387545570733,4173.733470496876,1796.6540750738566,completed,pagamento,2023-09-12 05:22:56
015.698.234-05,3219.2401228123995,1862.5571160230757,1356.6830067893238,completed,saque,2023-07-25 14:36:14
743.682.059-10,2522.716517475974,2358.0707154317683,164.64580204420542,completed,transferencia,2023-04-09 14:34:02
172.368.490-22,1798.717698041327,968.1417312177339,830.575966823593,completed,saque,2023-06-02 21:43:13
689.521.704-58,6145.198308728602,5356.649124486821,788.5491842417807,completed,deposito,2023-10-26 19:56:20
749.810.653-10,6595.512143198852,6050.697728199278,544.8144149995743,completed,pagamento,2023-06-03 00:48:42
524.807.693-56,5246.086084022924,3256.5689308424244,1989.5171531805,completed,deposito,2023-10-07 19:40:03
304.815.629-15,2974.877731693325,2009.4114539818352,965.46627771149,completed,,2023-03-13 17:51:02
853.490.261-51,17343.839408549844,16900.12608539948,443.7133231503651,completed,,2023-06-03 21:05:35
736.905.821-21,19961.34195053995,16155.338251739911,3806.003698800039,completed,deposito,2023-09-06 11:26:42
489.612.503-70,17078.070005456626,16615.371157883717,462.69884757290987,completed,saque,2023-01-15 11:27:15
604.982.135-60,13321.473935523816,8602.482104187136,4718.99183133668,completed,deposito,2023-08-27 06:26:55
345.170.826-44,2555.590571680061,1547.1207564553888,1008.4698152246725,completed,,2023-09-23 15:02:32
870.459.362-65,3566.5992513753818,2607.674265390823,958.9249859845585,completed,saque,2023-03-31 13:11:00
109.827.536-59,2823.392594817185,1356.1393457883976,1467.2532490287874,completed,saque,2023-02-06 03:21:56
104.275.836-08,6375.017501127237,5240.56228604478,1134.455215082456,completed,deposito,2023-03-19 06:27:23
106.248.597-11,21396.410206634886,19779.067727223384,1617.3424794115017,completed,saque,2023-07-10 12:19:00
192.856.704-58,3957.771073401519,3665.3633748094803,292.4076985920387,completed,,2023-07-07 00:48:37
783.961.254-73,22860.51777858898,20980.121581804433,1880.3961967845448,completed,,2023-06-24 19:11:58
390.427.185-79,3597.014129424252,1811.9244870375992,1785.089642386653,completed,saque,2023-05-17 19:16:02
